student,week,server_ts,event_type,question_id,level,isEscalation,msSinceCreated,visibleMs,visibleAtDelivery,msToReturn,reason,overlapRatio,editedLineDistance,msToResolution,msPresent,editsWhilePresent,fileName,msWithErrors,editsWhileErrors,diagnosticsSeen,diagnosticsAsked,exitCode,success,stage,triggerSurface,selectionLineCount,selectionCharCount,kind,code,retryAfterSeconds,from,to
S11,2,2030-03-12T07:24:39.608Z,returned_to_code,2a4abfe6-2edc-413b-811c-a89c01b5a9f9,1,,,,,18231,,,,,,,,,,,,,,,,,,,,,,
S11,2,2030-03-12T07:25:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,372995,2,1,0,,,,,,,,,,,
S04,2,2030-03-12T07:25:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,156390,14,2,1,,,,,,,,,,,
S10,2,2030-03-12T07:25:13.855Z,diagnostic_resolved,4d380c18-9cd0-45d6-ab63-639fb32dc670,,,,,,,,,,63315,89813,3,,,,,,,,,,,,,,,,
S13,2,2030-03-12T07:25:21.431Z,explanation_visibility,fbf34795-4f1b-42c0-9542-551792a9fe26,,,,84129,1,,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:25:37.668Z,diagnostic_resolved,55f810f8-7492-4547-bea5-2b77fe3b6e3c,,,,,,,,,,296024,331987,4,,,,,,,,,,,,,,,,
S11,2,2030-03-12T07:25:47.359Z,explanation_visibility,2a4abfe6-2edc-413b-811c-a89c01b5a9f9,,,,38261,1,,,,,,,,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:26:27.424Z,level_reached,0384b2f2-b8bd-4f51-85b5-099e64f6f5c8,2,1,18038,,,,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:26:33.358Z,level_reached,530efaea-545e-4e7c-b2ac-ff963c1ac719,2,1,21390,,,,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:26:39.645Z,level_reached,530efaea-545e-4e7c-b2ac-ff963c1ac719,3,1,27677,,,,,,,,,,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:26:43.753Z,diagnostic_resolved,0384b2f2-b8bd-4f51-85b5-099e64f6f5c8,,,,,,,,,,34367,92573,3,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:26:45.782Z,level_reached,0384b2f2-b8bd-4f51-85b5-099e64f6f5c8,3,1,36396,,,,,,,,,,,,,,,,,,,,,,,,,
S15,2,2030-03-12T07:26:47.934Z,returned_to_code,d6e81fa9-5f3a-419e-a089-172c05592425,1,,,,,23884,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:26:53.088Z,returned_to_code,530efaea-545e-4e7c-b2ac-ff963c1ac719,3,,,,,13443,,,,,,,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:26:59.291Z,explanation_visibility,0384b2f2-b8bd-4f51-85b5-099e64f6f5c8,,,,7902,1,,,,,,,,,,,,,,,,,,,,,,,
S10,2,2030-03-12T07:27:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,1286287,12,2,0,,,,,,,,,,,
S02,2,2030-03-12T07:27:01.360Z,diagnostic_resolved,530efaea-545e-4e7c-b2ac-ff963c1ac719,,,,,,,,,,49392,71331,2,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:27:01.553Z,post_feedback_edit,530efaea-545e-4e7c-b2ac-ff963c1ac719,,,,,,,,0.504,2,,,,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:27:02.036Z,returned_to_code,0384b2f2-b8bd-4f51-85b5-099e64f6f5c8,3,,,,,16254,,,,,,,,,,,,,,,,,,,,,,
S10,2,2030-03-12T07:27:03.608Z,explanation_visibility,4d380c18-9cd0-45d6-ab63-639fb32dc670,,,,137948,1,,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:27:03.884Z,request_failed,,,,,,,,,,,,,,,,,,,,,,,,,backend,provider_error,,,
S06,2,2030-03-12T07:27:11.676Z,post_feedback_edit,0384b2f2-b8bd-4f51-85b5-099e64f6f5c8,,,,,,,,0.461,1,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:27:15.235Z,explanation_visibility,530efaea-545e-4e7c-b2ac-ff963c1ac719,,,,15420,1,,,,,,,,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:27:21.272Z,returned_to_code,f00e5998-80cf-4f27-af7e-369069ffd0f5,1,,,,,13758,,,,,,,,,,,,,,,,,,,,,,
S25,2,2030-03-12T07:28:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,288891,9,2,1,,,,,,,,,,,
S04,2,2030-03-12T07:28:00.000Z,run_finished,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,
S02,2,2030-03-12T07:28:20.345Z,explanation_copied,530efaea-545e-4e7c-b2ac-ff963c1ac719,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,
S17,2,2030-03-12T07:28:25.368Z,level_reached,18c32f29-f1f0-481e-9f42-362afd56585a,2,1,13485,,,,,,,,,,,,,,,,,,,,,,,,,
S15,2,2030-03-12T07:28:32.803Z,diagnostic_resolved,d6e81fa9-5f3a-419e-a089-172c05592425,,,,,,,,,,128753,180784,3,,,,,,,,,,,,,,,,
S17,2,2030-03-12T07:28:38.544Z,level_reached,18c32f29-f1f0-481e-9f42-362afd56585a,3,1,26661,,,,,,,,,,,,,,,,,,,,,,,,,
S08,2,2030-03-12T07:28:46.993Z,returned_to_code,c458b362-a260-4101-a46b-8a1027fbd7c5,1,,,,,7867,,,,,,,,,,,,,,,,,,,,,,
S15,2,2030-03-12T07:28:56.245Z,explanation_visibility,d6e81fa9-5f3a-419e-a089-172c05592425,,,,25731,1,,,,,,,,,,,,,,,,,,,,,,,
S25,2,2030-03-12T07:29:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,210508,6,1,1,,,,,,,,,,,
S20,2,2030-03-12T07:29:00.000Z,run_finished,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,
S17,2,2030-03-12T07:29:05.663Z,returned_to_code,18c32f29-f1f0-481e-9f42-362afd56585a,3,,,,,27119,,,,,,,,,,,,,,,,,,,,,,
S17,2,2030-03-12T07:29:10.022Z,post_feedback_edit,18c32f29-f1f0-481e-9f42-362afd56585a,,,,,,,,0.466,1,,,,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:29:28.159Z,explanation_visibility,f00e5998-80cf-4f27-af7e-369069ffd0f5,,,,63386,1,,,,,,,,,,,,,,,,,,,,,,,
S17,2,2030-03-12T07:29:41.701Z,explanation_visibility,18c32f29-f1f0-481e-9f42-362afd56585a,,,,50454,1,,,,,,,,,,,,,,,,,,,,,,,
S08,2,2030-03-12T07:29:44.565Z,diagnostic_resolved,c458b362-a260-4101-a46b-8a1027fbd7c5,,,,,,,,,,65439,122420,8,,,,,,,,,,,,,,,,
S08,2,2030-03-12T07:30:21.614Z,explanation_visibility,c458b362-a260-4101-a46b-8a1027fbd7c5,,,,66703,1,,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:31:35.424Z,level_reached,468eaed9-07be-4c35-84e7-77fb9c38d5ef,2,1,10451,,,,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:32:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,355389,6,1,1,,,,,,,,,,,
S02,2,2030-03-12T07:32:10.672Z,level_reached,468eaed9-07be-4c35-84e7-77fb9c38d5ef,3,1,45699,,,,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:32:12.491Z,diagnostic_resolved,468eaed9-07be-4c35-84e7-77fb9c38d5ef,,,,,,,,,,47518,101978,4,,,,,,,,,,,,,,,,
S23,2,2030-03-12T07:32:17.586Z,level_reached,5f2221ac-9af4-41c2-be6b-14b01584c719,2,1,20016,,,,,,,,,,,,,,,,,,,,,,,,,
S23,2,2030-03-12T07:32:22.666Z,returned_to_code,5f2221ac-9af4-41c2-be6b-14b01584c719,2,,,,,5080,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:32:41.945Z,returned_to_code,468eaed9-07be-4c35-84e7-77fb9c38d5ef,3,,,,,31273,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:32:52.340Z,diagnostic_resolved,d6395741-7056-4193-924a-ac1d57bda3e0,,,,,,,,,,108536,118174,10,,,,,,,,,,,,,,,,
S18,2,2030-03-12T07:33:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,171152,5,1,1,,,,,,,,,,,
S24,2,2030-03-12T07:33:01.030Z,explanation_visibility,83981fe1-7eb9-4891-9c25-5bb610cbb634,,,,26717,1,,,,,,,,,,,,,,,,,,,,,,,
S05,2,2030-03-12T07:33:06.636Z,level_reached,9e36d5b6-0dc3-405a-a424-95322336ef4f,2,1,71770,,,,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:33:12.044Z,explanation_visibility,d6395741-7056-4193-924a-ac1d57bda3e0,,,,76854,1,,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:33:26.569Z,explanation_visibility,468eaed9-07be-4c35-84e7-77fb9c38d5ef,,,,49064,1,,,,,,,,,,,,,,,,,,,,,,,
S05,2,2030-03-12T07:33:31.028Z,returned_to_code,9e36d5b6-0dc3-405a-a424-95322336ef4f,2,,,,,24392,,,,,,,,,,,,,,,,,,,,,,
S23,2,2030-03-12T07:33:32.139Z,explanation_visibility,5f2221ac-9af4-41c2-be6b-14b01584c719,,,,67328,0,,,,,,,,,,,,,,,,,,,,,,,
S23,2,2030-03-12T07:33:56.763Z,returned_to_code,2f360929-5ff9-4525-b529-5f3588be3e96,1,,,,,14240,,,,,,,,,,,,,,,,,,,,,,
S15,2,2030-03-12T07:34:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,659473,23,4,3,,,,,,,,,,,
S05,2,2030-03-12T07:34:06.758Z,diagnostic_resolved,9e36d5b6-0dc3-405a-a424-95322336ef4f,,,,,,,,,,131892,165263,5,,,,,,,,,,,,,,,,
S10,2,2030-03-12T07:34:10.540Z,feedback_abandoned,4d380c18-9cd0-45d6-ab63-639fb32dc670,1,,,,,,timeout,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:34:15.177Z,diagnostic_resolved,825d24bb-7406-483f-86ad-b856f4a0922c,,,,,,,,,,949922,1029662,2,,,,,,,,,,,,,,,,
S23,2,2030-03-12T07:34:18.092Z,diagnostic_resolved,2f360929-5ff9-4525-b529-5f3588be3e96,,,,,,,,,,35569,48433,4,,,,,,,,,,,,,,,,
S20,2,2030-03-12T07:34:32.621Z,level_reached,5d82e117-077a-4d7b-bb9d-fd071e9633b4,2,1,33983,,,,,,,,,,,,,,,,,,,,,,,,,
S25,2,2030-03-12T07:35:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,124472,13,3,0,,,,,,,,,,,
S20,2,2030-03-12T07:35:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,800115,15,3,2,,,,,,,,,,,
S06,2,2030-03-12T07:35:00.000Z,run_finished,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,
S23,2,2030-03-12T07:35:08.838Z,explanation_visibility,2f360929-5ff9-4525-b529-5f3588be3e96,,,,39165,0,,,,,,,,,,,,,,,,,,,,,,,
S05,2,2030-03-12T07:35:12.547Z,explanation_visibility,9e36d5b6-0dc3-405a-a424-95322336ef4f,,,,163853,1,,,,,,,,,,,,,,,,,,,,,,,
S05,2,2030-03-12T07:35:16.509Z,diagnostic_resolved,1897354c-6c3b-43db-96fb-3dc402f1e226,,,,,,,,,,22347,87814,3,,,,,,,,,,,,,,,,
S05,2,2030-03-12T07:35:25.699Z,level_reached,1897354c-6c3b-43db-96fb-3dc402f1e226,2,1,31537,,,,,,,,,,,,,,,,,,,,,,,,,
S11,2,2030-03-12T07:36:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,722563,18,4,0,,,,,,,,,,,
S05,2,2030-03-12T07:36:29.679Z,returned_to_code,1897354c-6c3b-43db-96fb-3dc402f1e226,2,,,,,63980,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:37:00.000Z,run_finished,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,
S25,2,2030-03-12T07:38:14.776Z,level_reached,de1468b3-5586-4d55-9ff3-5b07681b7d56,2,1,26962,,,,,,,,,,,,,,,,,,,,,,,,,
S25,2,2030-03-12T07:38:31.563Z,level_reached,de1468b3-5586-4d55-9ff3-5b07681b7d56,3,1,43749,,,,,,,,,,,,,,,,,,,,,,,,,
S25,2,2030-03-12T07:38:41.991Z,returned_to_code,de1468b3-5586-4d55-9ff3-5b07681b7d56,3,,,,,10428,,,,,,,,,,,,,,,,,,,,,,
S01,2,2030-03-12T07:38:53.218Z,returned_to_code,c6d3dea6-c5f1-4c74-bb01-13e83d7110fc,1,,,,,24007,,,,,,,,,,,,,,,,,,,,,,
S25,2,2030-03-12T07:38:56.149Z,post_feedback_edit,de1468b3-5586-4d55-9ff3-5b07681b7d56,,,,,,,,0.121,1,,,,,,,,,,,,,,,,,,,
S19,2,2030-03-12T07:39:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,578864,14,3,1,,,,,,,,,,,
S25,2,2030-03-12T07:39:26.178Z,diagnostic_resolved,de1468b3-5586-4d55-9ff3-5b07681b7d56,,,,,,,,,,98364,266370,8,,,,,,,,,,,,,,,,
S25,2,2030-03-12T07:39:31.969Z,explanation_visibility,de1468b3-5586-4d55-9ff3-5b07681b7d56,,,,70624,1,,,,,,,,,,,,,,,,,,,,,,,
S20,2,2030-03-12T07:40:01.307Z,returned_to_code,587f5b7e-a1ba-45de-a677-258dce284a1a,1,,,,,8867,,,,,,,,,,,,,,,,,,,,,,
S01,2,2030-03-12T07:40:01.938Z,explanation_visibility,c6d3dea6-c5f1-4c74-bb01-13e83d7110fc,,,,68116,1,,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:40:22.829Z,returned_to_code,c626679b-7d70-4d62-be15-03917f15e5b8,1,,,,,47925,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:40:46.265Z,returned_to_code,0540cae5-438e-425c-a013-3d2cccc790b0,1,,,,,50070,,,,,,,,,,,,,,,,,,,,,,
S02,2,2030-03-12T07:40:50.595Z,explanation_visibility,0540cae5-438e-425c-a013-3d2cccc790b0,,,,20974,1,,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:40:54.137Z,explanation_visibility,c626679b-7d70-4d62-be15-03917f15e5b8,,,,18905,1,,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:41:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,283117,17,4,4,,,,,,,,,,,
S07,2,2030-03-12T07:41:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,266260,20,4,1,,,,,,,,,,,
S02,2,2030-03-12T07:41:03.804Z,feedback_abandoned,d6395741-7056-4193-924a-ac1d57bda3e0,1,,,,,,timeout,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:41:17.447Z,diagnostic_resolved,c626679b-7d70-4d62-be15-03917f15e5b8,,,,,,,,,,102543,121701,4,,,,,,,,,,,,,,,,
S24,2,2030-03-12T07:41:17.794Z,feedback_abandoned,83981fe1-7eb9-4891-9c25-5bb610cbb634,1,,,,,,timeout,,,,,,,,,,,,,,,,,,,,,
S11,2,2030-03-12T07:41:23.988Z,level_reached,7fd2771e-8bfa-4841-b673-2c9c9eccb3a5,2,1,17195,,,,,,,,,,,,,,,,,,,,,,,,,
S05,2,2030-03-12T07:41:54.661Z,returned_to_code,0c9019ac-5b9f-4da5-90c3-049c3a68b4ac,1,,,,,29063,,,,,,,,,,,,,,,,,,,,,,
S20,2,2030-03-12T07:42:13.217Z,diagnostic_resolved,587f5b7e-a1ba-45de-a677-258dce284a1a,,,,,,,,,,140777,170497,7,,,,,,,,,,,,,,,,
S11,2,2030-03-12T07:42:26.396Z,returned_to_code,7fd2771e-8bfa-4841-b673-2c9c9eccb3a5,2,,,,,62408,,,,,,,,,,,,,,,,,,,,,,
S24,2,2030-03-12T07:43:24.451Z,returned_to_code,24963b4f-dded-44f3-9a40-b358472b42da,1,,,,,12430,,,,,,,,,,,,,,,,,,,,,,
S20,2,2030-03-12T07:43:33.433Z,diagnostic_resolved,5d82e117-077a-4d7b-bb9d-fd071e9633b4,,,,,,,,,,574795,598446,2,,,,,,,,,,,,,,,,
S20,2,2030-03-12T07:43:37.219Z,explanation_visibility,587f5b7e-a1ba-45de-a677-258dce284a1a,,,,41320,1,,,,,,,,,,,,,,,,,,,,,,,
S05,2,2030-03-12T07:43:41.022Z,explanation_visibility,0c9019ac-5b9f-4da5-90c3-049c3a68b4ac,,,,83838,1,,,,,,,,,,,,,,,,,,,,,,,
S20,2,2030-03-12T07:44:32.621Z,feedback_abandoned,5d82e117-077a-4d7b-bb9d-fd071e9633b4,2,,,,,,session_end,,,,,,,,,,,,,,,,,,,,,
S09,2,2030-03-12T07:45:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,142269,23,3,0,,,,,,,,,,,
S11,2,2030-03-12T07:45:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,261367,9,3,0,,,,,,,,,,,
S11,2,2030-03-12T07:45:02.332Z,explanation_visibility,7fd2771e-8bfa-4841-b673-2c9c9eccb3a5,,,,145882,1,,,,,,,,,,,,,,,,,,,,,,,
S24,2,2030-03-12T07:45:51.110Z,explanation_visibility,24963b4f-dded-44f3-9a40-b358472b42da,,,,113493,1,,,,,,,,,,,,,,,,,,,,,,,
S12,2,2030-03-12T07:45:59.324Z,level_reached,128dbd55-5c3e-4c6e-8f2b-1ddf958378c3,2,1,6143,,,,,,,,,,,,,,,,,,,,,,,,,
S12,2,2030-03-12T07:46:16.246Z,diagnostic_resolved,128dbd55-5c3e-4c6e-8f2b-1ddf958378c3,,,,,,,,,,23065,57524,4,,,,,,,,,,,,,,,,
S13,2,2030-03-12T07:46:25.677Z,returned_to_code,16523506-d641-40c9-806a-748940455c78,1,,,,,49139,,,,,,,,,,,,,,,,,,,,,,
S12,2,2030-03-12T07:46:48.809Z,returned_to_code,128dbd55-5c3e-4c6e-8f2b-1ddf958378c3,2,,,,,49485,,,,,,,,,,,,,,,,,,,,,,
S12,2,2030-03-12T07:46:56.382Z,explanation_visibility,128dbd55-5c3e-4c6e-8f2b-1ddf958378c3,,,,19024,1,,,,,,,,,,,,,,,,,,,,,,,
S08,2,2030-03-12T07:47:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,236487,12,4,0,,,,,,,,,,,
S13,2,2030-03-12T07:47:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,618421,26,7,0,,,,,,,,,,,
S03,2,2030-03-12T07:49:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,175342,19,4,0,,,,,,,,,,,
S03,2,2030-03-12T07:50:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,450892,9,3,0,,,,,,,,,,,
S24,2,2030-03-12T07:51:16.907Z,returned_to_code,95bb81ef-dfd0-4d6c-bf6e-5515befa8946,1,,,,,23468,,,,,,,,,,,,,,,,,,,,,,
S13,2,2030-03-12T07:51:44.617Z,explanation_visibility,16523506-d641-40c9-806a-748940455c78,,,,17631,0,,,,,,,,,,,,,,,,,,,,,,,
S09,2,2030-03-12T07:52:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,172006,19,4,2,,,,,,,,,,,
S06,2,2030-03-12T07:53:41.988Z,level_reached,8df95e11-5b2d-4341-9e3a-3a1a85b4a59d,2,1,56490,,,,,,,,,,,,,,,,,,,,,,,,,
S16,2,2030-03-12T07:53:47.131Z,request_failed,,,,,,,,,,,,,,,,,,,,,,,,,backend,provider_error,,,
S19,2,2030-03-12T07:54:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,322610,15,5,1,,,,,,,,,,,
S06,2,2030-03-12T07:54:05.003Z,level_reached,8df95e11-5b2d-4341-9e3a-3a1a85b4a59d,3,1,79505,,,,,,,,,,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:54:47.218Z,post_feedback_edit,8df95e11-5b2d-4341-9e3a-3a1a85b4a59d,,,,,,,,0.41,0,,,,,,,,,,,,,,,,,,,
S24,2,2030-03-12T07:54:48.814Z,explanation_visibility,95bb81ef-dfd0-4d6c-bf6e-5515befa8946,,,,198179,1,,,,,,,,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:55:17.353Z,returned_to_code,8df95e11-5b2d-4341-9e3a-3a1a85b4a59d,3,,,,,72350,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:55:46.794Z,level_reached,a409ea0c-7ee5-49ae-8fc8-b8b0255d94b2,2,1,20958,,,,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:56:02.359Z,level_reached,a409ea0c-7ee5-49ae-8fc8-b8b0255d94b2,3,1,36523,,,,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:56:29.187Z,post_feedback_edit,a409ea0c-7ee5-49ae-8fc8-b8b0255d94b2,,,,,,,,0.311,0,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:56:32.068Z,returned_to_code,a409ea0c-7ee5-49ae-8fc8-b8b0255d94b2,3,,,,,29709,,,,,,,,,,,,,,,,,,,,,,
S25,2,2030-03-12T07:56:53.753Z,level_reached,6795c8fa-d04c-458f-82fb-0a5a52171664,2,1,9968,,,,,,,,,,,,,,,,,,,,,,,,,
S25,2,2030-03-12T07:56:57.489Z,returned_to_code,6795c8fa-d04c-458f-82fb-0a5a52171664,2,,,,,3736,,,,,,,,,,,,,,,,,,,,,,
S20,2,2030-03-12T07:57:04.624Z,returned_to_code,4aa55856-3e84-4f26-930a-7a9a83ff4f33,1,,,,,13441,,,,,,,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:57:21.326Z,explanation_copied,6804d3ec-3ec2-411f-99f6-df79945bccf9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:57:54.450Z,diagnostic_resolved,8df95e11-5b2d-4341-9e3a-3a1a85b4a59d,,,,,,,,,,308952,329283,5,,,,,,,,,,,,,,,,
S25,2,2030-03-12T07:57:59.383Z,explanation_visibility,6795c8fa-d04c-458f-82fb-0a5a52171664,,,,48432,1,,,,,,,,,,,,,,,,,,,,,,,
S09,2,2030-03-12T07:58:00.645Z,returned_to_code,8da936fe-96a7-4ff0-9a84-debd0d49f6e4,1,,,,,10098,,,,,,,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:58:07.614Z,explanation_visibility,6804d3ec-3ec2-411f-99f6-df79945bccf9,,,,68229,0,,,,,,,,,,,,,,,,,,,,,,,
S09,2,2030-03-12T07:58:11.393Z,diagnostic_resolved,8da936fe-96a7-4ff0-9a84-debd0d49f6e4,,,,,,,,,,20846,178047,1,,,,,,,,,,,,,,,,
S06,2,2030-03-12T07:58:23.108Z,diagnostic_resolved,6804d3ec-3ec2-411f-99f6-df79945bccf9,,,,,,,,,,151672,241476,4,,,,,,,,,,,,,,,,
S17,2,2030-03-12T07:58:46.510Z,request_failed,,,,,,,,,,,,,,,,,,,,,,,,,timeout,,,,
S21,2,2030-03-12T07:58:48.457Z,explanation_visibility,a409ea0c-7ee5-49ae-8fc8-b8b0255d94b2,,,,9042,1,,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:58:52.392Z,diagnostic_resolved,a409ea0c-7ee5-49ae-8fc8-b8b0255d94b2,,,,,,,,,,206556,214892,1,,,,,,,,,,,,,,,,
S03,2,2030-03-12T07:59:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,500514,14,2,1,,,,,,,,,,,
S04,2,2030-03-12T07:59:09.092Z,level_reached,55346033-92f5-4040-ae95-b57295c7cdec,2,1,22592,,,,,,,,,,,,,,,,,,,,,,,,,
S04,2,2030-03-12T07:59:13.321Z,returned_to_code,55346033-92f5-4040-ae95-b57295c7cdec,2,,,,,4229,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T07:59:59.676Z,diagnostic_resolved,933b9050-973d-45ec-89d7-cce0b78e5288,,,,,,,,,,21074,30870,4,,,,,,,,,,,,,,,,
S13,2,2030-03-12T08:00:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,615713,19,4,1,,,,,,,,,,,
S21,2,2030-03-12T08:00:15.272Z,level_reached,933b9050-973d-45ec-89d7-cce0b78e5288,2,1,36670,,,,,,,,,,,,,,,,,,,,,,,,,
S09,2,2030-03-12T08:00:17.815Z,explanation_visibility,8da936fe-96a7-4ff0-9a84-debd0d49f6e4,,,,21571,1,,,,,,,,,,,,,,,,,,,,,,,
S04,2,2030-03-12T08:00:31.864Z,explanation_visibility,55346033-92f5-4040-ae95-b57295c7cdec,,,,57539,1,,,,,,,,,,,,,,,,,,,,,,,
S24,2,2030-03-12T08:01:01.871Z,diagnostic_resolved,95bb81ef-dfd0-4d6c-bf6e-5515befa8946,,,,,,,,,,608432,634850,4,,,,,,,,,,,,,,,,
S21,2,2030-03-12T08:01:08.663Z,level_reached,933b9050-973d-45ec-89d7-cce0b78e5288,3,1,90061,,,,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T08:01:15.511Z,returned_to_code,933b9050-973d-45ec-89d7-cce0b78e5288,3,,,,,6848,,,,,,,,,,,,,,,,,,,,,,
S13,2,2030-03-12T08:01:16.869Z,returned_to_code,f555c0f4-1e60-43de-a271-f607cdece0aa,1,,,,,36801,,,,,,,,,,,,,,,,,,,,,,
S21,2,2030-03-12T08:01:45.878Z,explanation_visibility,933b9050-973d-45ec-89d7-cce0b78e5288,,,,59573,1,,,,,,,,,,,,,,,,,,,,,,,
S09,2,2030-03-12T08:02:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,299446,12,3,2,,,,,,,,,,,
S21,2,2030-03-12T08:02:32.364Z,post_feedback_edit,933b9050-973d-45ec-89d7-cce0b78e5288,,,,,,,,0.724,1,,,,,,,,,,,,,,,,,,,
S13,2,2030-03-12T08:02:32.588Z,explanation_visibility,f555c0f4-1e60-43de-a271-f607cdece0aa,,,,33374,1,,,,,,,,,,,,,,,,,,,,,,,
S16,2,2030-03-12T08:03:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,97651,23,7,1,,,,,,,,,,,
S04,2,2030-03-12T08:03:16.576Z,diagnostic_resolved,55346033-92f5-4040-ae95-b57295c7cdec,,,,,,,,,,270076,338385,4,,,,,,,,,,,,,,,,
S20,2,2030-03-12T08:03:17.675Z,diagnostic_resolved,0017561d-b9fb-48b2-a3ea-a8070d863f6c,,,,,,,,,,19540,57552,5,,,,,,,,,,,,,,,,
S23,2,2030-03-12T08:03:23.318Z,returned_to_code,7393ac3b-fec5-416b-a5bb-1f539a6a69af,1,,,,,9870,,,,,,,,,,,,,,,,,,,,,,
S20,2,2030-03-12T08:04:00.000Z,file_cleared,,,,,,,,,,,,,,lab2_conditions.py,533235,17,2,1,,,,,,,,,,,
S25,2,2030-03-12T08:05:00.000Z,question_picker_abandoned,,,,,,,,,,,,,,,,,,,,,preset,selection_keybinding,11,396,,,,,
S23,2,2030-03-12T08:05:01.597Z,diagnostic_resolved,7393ac3b-fec5-416b-a5bb-1f539a6a69af,,,,,,,,,,108149,119852,12,,,,,,,,,,,,,,,,
